,Kingdom,Phylum,Class,Order,Family,Genus,Species
f36d194534a9fd3a6a0097b064bc87ab,Bacteria,Actinobacteria,Micromonosporaceae,Actinobacteria,Micromonosporales,Micromonospora,NA
319305a73cc44ee875f98fa16b1473dc,Bacteria,Chloroflexi,uncultured bacterium,SBR2076,uncultured bacterium,uncultured bacterium,uncultured bacterium
84711c71fc77c8b3f258fd844eb195bc,Bacteria,Actinobacteria,uncultured,Acidimicrobiia,Acidimicrobiales,uncultured bacterium,uncultured bacterium
a7efcd5d1c76a43ca8de49798d7e8cb6,Bacteria,Acidobacteria,Acidobacteriaceae (Subgroup 1),Acidobacteria,Acidobacteriales,uncultured,NA
7bf0b5f51899ee3935f844611c7bbb1f,Bacteria,Actinobacteria,TM146,Thermoleophilia,Solirubrobacterales,uncultured bacterium,uncultured bacterium
63152bb1dec1a7680883361aa5cb455f,Bacteria,Planctomycetes,Planctomycetaceae,Planctomycetacia,Planctomycetales,uncultured,uncultured bacterium
4a42a9d32357eb36da03d702bbdd6962,Bacteria,Planctomycetes,Planctomycetaceae,Planctomycetacia,Planctomycetales,NA,NA
b07c0c365ac0fb96c3171adf465d646d,Bacteria,Actinobacteria,Elev-16S-1332,Thermoleophilia,Solirubrobacterales,uncultured bacterium,uncultured bacterium
a3cae86ea803b63fb81dc44ff43c586a,Bacteria,Chloroflexi,NA,JG30-KF-CM66,NA,NA,NA
6cc7d4be66470487cd4e89d419f795da,Bacteria,Actinobacteria,Elev-16S-1332,Thermoleophilia,Solirubrobacterales,uncultured bacterium,uncultured bacterium
f059027d96a1d1ee4f102c9b6c50d575,Bacteria,Planctomycetes,Tepidisphaeraceae,Phycisphaerae,Tepidisphaerales,uncultured bacterium,uncultured bacterium
27a3daa7db7125547e8dd8fabb1dac31,Bacteria,Proteobacteria,Hyphomicrobiaceae,Alphaproteobacteria,Rhizobiales,Rhodomicrobium,uncultured bacterium
aeac32188bbeaec729317fa65d37dc84,Bacteria,Proteobacteria,Comamonadaceae,Betaproteobacteria,Burkholderiales,uncultured,uncultured bacterium
bf38c6cdbba41dcc5b172b83bc3325b8,Bacteria,Proteobacteria,DA111,Alphaproteobacteria,Rhodospirillales,NA,NA
47692686bd34829579fe1dc400ba09ab,Bacteria,Planctomycetes,Planctomycetaceae,Planctomycetacia,Planctomycetales,uncultured,uncultured bacterium
d92eef4be14ca64478d0b14eb11c652e,Bacteria,Verrucomicrobia,Opitutaceae,Opitutae,Opitutales,Opitutus,uncultured bacterium
d4577b8f50ed8132e15673e2254d71c4,Bacteria,Proteobacteria,Nitrosomonadaceae,Betaproteobacteria,Nitrosomonadales,uncultured,uncultured bacterium
204f15cddf834c3039cd26d5d196ae75,Bacteria,Planctomycetes,Tepidisphaeraceae,Phycisphaerae,Tepidisphaerales,uncultured bacterium,uncultured bacterium
a6108429ca64d6f1dff79ccc92cf0a76,Bacteria,Planctomycetes,Planctomycetaceae,Planctomycetacia,Planctomycetales,uncultured,uncultured bacterium
5e0cd1411f5f403f2beba8c041ae3b64,Bacteria,Acidobacteria,Solibacteraceae (Subgroup 3),Solibacteres,Solibacterales,Bryobacter,NA
3bd1274676b733469a42ffdc4e3e81c4,Bacteria,Bacteroidetes,Chitinophagaceae,Sphingobacteriia,Sphingobacteriales,Ferruginibacter,uncultured bacterium
313a27d7f0b86944c6d1a63c450451c4,Bacteria,Proteobacteria,Phaselicystidaceae,Deltaproteobacteria,Myxococcales,Phaselicystis,NA
4d291befcc7e173ba23999263610a1e0,Bacteria,Planctomycetes,uncultured bacterium,Pla4 lineage,uncultured bacterium,uncultured bacterium,uncultured bacterium
d79fe35b469026da07c34f39a9b7dcc8,Bacteria,Actinobacteria,Pseudonocardiaceae,Actinobacteria,Pseudonocardiales,Pseudonocardia,uncultured bacterium
3d77af86e1e71b77d99738b01edf76ce,Bacteria,Planctomycetes,Tepidisphaeraceae,Phycisphaerae,Tepidisphaerales,uncultured bacterium,uncultured bacterium
a37590cf26393520da4cbf04f7f5ad41,Bacteria,Planctomycetes,Tepidisphaeraceae,Phycisphaerae,Tepidisphaerales,uncultured bacterium,uncultured bacterium
abcf3916201b4d87b1dacf7418c9d458,Bacteria,Planctomycetes,Planctomycetaceae,Planctomycetacia,Planctomycetales,uncultured,uncultured bacterium
780b7a493cf82b14635b9696146b7d5a,Bacteria,Actinobacteria,TM146,Thermoleophilia,Solirubrobacterales,NA,NA
b4a2ae965552d57bf7891c8a3c1029a5,Bacteria,Proteobacteria,Rhizobiales Incertae Sedis,Alphaproteobacteria,Rhizobiales,Rhizomicrobium,NA
260e308301cb4740d2b99519c886cab3,Bacteria,Gemmatimonadetes,Gemmatimonadaceae,Gemmatimonadetes,Gemmatimonadales,Gemmatimonas,NA
b74cd9d6d843b6350da57c9f3bfb5496,Bacteria,Gemmatimonadetes,Gemmatimonadaceae,Gemmatimonadetes,Gemmatimonadales,NA,NA
f0e40c957a24e25c1505d370a34c037e,Bacteria,Firmicutes,ODP1230B8.23,Clostridia,Halanaerobiales,uncultured bacterium,uncultured bacterium
d2ec4366bdd4e5f5ef7a03f918c4af34,Bacteria,Bacteroidetes,Chitinophagaceae,Sphingobacteriia,Sphingobacteriales,Ferruginibacter,NA
8e902463fd71d1037a1324d6968495f2,Bacteria,Acidobacteria,uncultured Acidobacteria bacterium,Subgroup 5,uncultured Acidobacteria bacterium,uncultured Acidobacteria bacterium,uncultured Acidobacteria bacterium
f6af233a1af45cc1162cdf1ef91d1269,Bacteria,Gemmatimonadetes,Gemmatimonadaceae,Gemmatimonadetes,Gemmatimonadales,uncultured,NA
e1c399ccf6294891059012835995fe20,Bacteria,Acidobacteria,NA,Subgroup 6,NA,NA,NA
08ad0bc07af281d8250c253f000363e2,Bacteria,Acidobacteria,Solibacteraceae (Subgroup 3),Solibacteres,Solibacterales,Candidatus Solibacter,uncultured bacterium
75f57cad7e23d6de24782488bc309388,Bacteria,Gemmatimonadetes,Gemmatimonadaceae,Gemmatimonadetes,Gemmatimonadales,Gemmatirosa,NA
5a36e1fa58b0f473b2547b2ca8e3938c,Bacteria,Chloroflexi,uncultured bacterium,Ktedonobacteria,C0119,uncultured bacterium,uncultured bacterium
d409d8f8b4f472764f2e4adfc33078bb,Bacteria,Actinobacteria,Pseudonocardiaceae,Actinobacteria,Pseudonocardiales,Pseudonocardia,NA
828f4a0f3aa7daaef6d645a54b530580,Bacteria,Planctomycetes,Planctomycetaceae,Planctomycetacia,Planctomycetales,uncultured,NA
70750d5447cf0e84594ca3c1720bfc75,Bacteria,Chloroflexi,uncultured bacterium,KD4-96,uncultured bacterium,uncultured bacterium,uncultured bacterium
4bce9d419631cd447a310454c6509ad2,Bacteria,Actinobacteria,Solirubrobacteraceae,Thermoleophilia,Solirubrobacterales,Solirubrobacter,uncultured bacterium
d106d7ce9597c1ac0ed7e0a51c5d79b5,Bacteria,Planctomycetes,Tepidisphaeraceae,Phycisphaerae,Tepidisphaerales,uncultured bacterium,uncultured bacterium
d8eda6ad9a62c3866f397b0db8ca81a1,Bacteria,Proteobacteria,Acetobacteraceae,Alphaproteobacteria,Rhodospirillales,uncultured,uncultured bacterium
0f3602f9a46269534e5f0b3e8705929c,Bacteria,Proteobacteria,Nitrosomonadaceae,Betaproteobacteria,Nitrosomonadales,uncultured,NA
b42b358a6911c463c36b754675d4c627,Bacteria,Bacteroidetes,Chitinophagaceae,Sphingobacteriia,Sphingobacteriales,uncultured,uncultured bacterium
5e15902fe5f8144edd2655894da45f94,Bacteria,Chloroflexi,uncultured bacterium,SBR2076,uncultured bacterium,uncultured bacterium,uncultured bacterium
c8c27991fc4b9dbaf393e756a8480704,Bacteria,Firmicutes,Clostridiaceae 1,Clostridia,Clostridiales,Clostridium sensu stricto 13,uncultured bacterium
6ffc38bac99aecc8ae4000eafaa32ccc,Bacteria,Acidobacteria,ABS-19,Holophagae,Subgroup 10,uncultured bacterium,uncultured bacterium
7a59f56f6f4d1f1f99d88ba99997ee63,Bacteria,Proteobacteria,Xanthomonadales Incertae Sedis,Gammaproteobacteria,Xanthomonadales,uncultured,NA
d279cee27680d181d138914c01388681,Bacteria,Gemmatimonadetes,Gemmatimonadaceae,Gemmatimonadetes,Gemmatimonadales,uncultured,NA
f4f8141b596e3b65d0ea6bcdb138f537,Bacteria,Proteobacteria,Haliangiaceae,Deltaproteobacteria,Myxococcales,Haliangium,uncultured bacterium
b437592170813a5896e93d1cb0dddb8a,Bacteria,Acidobacteria,uncultured Acidobacteria bacterium,Subgroup 6,uncultured Acidobacteria bacterium,uncultured Acidobacteria bacterium,uncultured Acidobacteria bacterium
33fee96b9086a43b94a4cc99fe9e0cf7,Bacteria,Proteobacteria,Pseudomonadaceae,Gammaproteobacteria,Pseudomonadales,Pseudomonas,NA
36f3b130fc989de5c45db235fa19ecdf,Bacteria,Proteobacteria,Nitrosomonadaceae,Betaproteobacteria,Nitrosomonadales,uncultured,uncultured bacterium
9bd63ab6ed24ea5caf3d841138e1f430,Bacteria,Proteobacteria,Phaselicystidaceae,Deltaproteobacteria,Myxococcales,Phaselicystis,uncultured bacterium
94f74dde7b56326e097bd41db42a4a18,Bacteria,Actinobacteria,Patulibacteraceae,Thermoleophilia,Solirubrobacterales,Patulibacter,uncultured bacterium
1eceefc10bec8b0c5396fb085606d580,Bacteria,Actinobacteria,NA,Acidimicrobiia,Acidimicrobiales,NA,NA
1f1d06b38fdf7a8634f6205d10cc5d93,Bacteria,Planctomycetes,uncultured bacterium,OM190,uncultured bacterium,uncultured bacterium,uncultured bacterium
01464698b4f08ed3107ad4105ce97ec5,Bacteria,Proteobacteria,uncultured,Gammaproteobacteria,Xanthomonadales,uncultured bacterium,uncultured bacterium
f437db2c400d72bc09969688b70b2af8,Bacteria,Planctomycetes,Planctomycetaceae,Planctomycetacia,Planctomycetales,uncultured,NA
3cd572370f93bde42a1148244822d3d4,Bacteria,Actinobacteria,Acidothermaceae,Actinobacteria,Frankiales,Acidothermus,NA
3515006d0ca146c3c141c6b27b690740,Bacteria,Proteobacteria,Oxalobacteraceae,Betaproteobacteria,Burkholderiales,Massilia,NA
0cd44b493004102ced3fcdfb0793b26b,Bacteria,Proteobacteria,NA,Betaproteobacteria,SC-I-84,NA,NA
126fc64265d3f72d91d03126d9d1a068,Bacteria,Acidobacteria,NA,Subgroup 6,NA,NA,NA
6fdf6388f19faf237fb94c96da742b05,Bacteria,Bacteroidetes,env.OPS 17,Sphingobacteriia,Sphingobacteriales,NA,NA
4b20863e7c670d419c23c343ed1991a9,Bacteria,Verrucomicrobia,DA101 soil group,Spartobacteria,Chthoniobacterales,NA,NA
a8b49f8e2e9a9a43b0fe09cef0d04359,Bacteria,Planctomycetes,Planctomycetaceae,Planctomycetacia,Planctomycetales,NA,NA
cfa52633133c26aecaf629cf0f6fac57,Bacteria,Actinobacteria,Solirubrobacteraceae,Thermoleophilia,Solirubrobacterales,Solirubrobacter,uncultured bacterium
537b725f75341014b1644cf83ffc19aa,Bacteria,Actinobacteria,NA,MB-A2-108,NA,NA,NA
47f83690e91a15dfe0f32137b1a85f19,Bacteria,Planctomycetes,Planctomycetaceae,Planctomycetacia,Planctomycetales,uncultured,uncultured bacterium
6447fbbecfd9d49d91866304149f9a00,Bacteria,Acidobacteria,ABS-19,Holophagae,Subgroup 10,uncultured bacterium,uncultured bacterium
6908669fb018a392f39e07ca57aa1412,Bacteria,Planctomycetes,Planctomycetaceae,Planctomycetacia,Planctomycetales,Isosphaera,NA
1e53bc0e9da811d5e99fcdb5f7d49d6b,Bacteria,Chloroflexi,uncultured bacterium,Ktedonobacteria,C0119,uncultured bacterium,uncultured bacterium
cbee7b459d6ec16e004957ccf233ef5d,Bacteria,Chloroflexi,NA,Ktedonobacteria,Ktedonobacterales,NA,NA
3498d155942cff5bd4e24cb65c2349df,Bacteria,Acidobacteria,ABS-19,Holophagae,Subgroup 10,uncultured bacterium,uncultured bacterium
344266788600093c9e74ba4255245286,Bacteria,Firmicutes,Planococcaceae,Bacilli,Bacillales,Sporosarcina,NA
a94d9481b2268c189c90487f469f0ec9,Bacteria,Proteobacteria,Nitrosomonadaceae,Betaproteobacteria,Nitrosomonadales,uncultured,uncultured bacterium
75e5f72b8fe29103e4bb8dcb71fdff15,Bacteria,Gemmatimonadetes,Gemmatimonadaceae,Gemmatimonadetes,Gemmatimonadales,uncultured,uncultured bacterium
bcdc153efad4714257dd84ad3ad87512,Bacteria,Planctomycetes,Planctomycetaceae,Planctomycetacia,Planctomycetales,uncultured,uncultured bacterium
d7a428b68024e84bcd5b5c55c25cd660,Bacteria,Proteobacteria,Oxalobacteraceae,Betaproteobacteria,Burkholderiales,Massilia,NA
756c2281e684ebbfc17ce4213f8f8c2a,Bacteria,Cyanobacteria,FamilyI,Cyanobacteria,SubsectionIV,NA,NA
4c626ef3c5c932ea95294e2ab1a23f9b,Bacteria,Planctomycetes,Planctomycetaceae,Planctomycetacia,Planctomycetales,uncultured,uncultured bacterium
3edf9b6afa3cd64b9fffb820626ad0b0,Bacteria,Proteobacteria,NA,Betaproteobacteria,SC-I-84,NA,NA
879b365774bc78fc781c1422917f24b8,Bacteria,Proteobacteria,Haliangiaceae,Deltaproteobacteria,Myxococcales,Haliangium,uncultured bacterium
a184c7dff2956612b6d121ffba61b0cc,Bacteria,Acidobacteria,Solibacteraceae (Subgroup 3),Solibacteres,Solibacterales,Bryobacter,NA
2c6fdc6477e3f69cd03a7b6a943e1707,Bacteria,Acidobacteria,uncultured Acidobacteria bacterium,Subgroup 6,uncultured Acidobacteria bacterium,uncultured Acidobacteria bacterium,uncultured Acidobacteria bacterium
4f41f18e4edcd305dd2c80ec2c0b0390,Bacteria,Parcubacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
2f0b586fa8894b1a36a35be39f30b9b8,Bacteria,Actinobacteria,uncultured,Acidimicrobiia,Acidimicrobiales,uncultured bacterium,uncultured bacterium
bb41922da6d5737651e4f3fc5ac18a29,Bacteria,Acidobacteria,NA,Subgroup 6,NA,NA,NA
bfbdf40e1e39d1902448bf016db775cb,Bacteria,Chloroflexi,uncultured bacterium,TK10,uncultured bacterium,uncultured bacterium,uncultured bacterium
66567a7e3d7a8cd4c76d1b7356473a2c,Bacteria,Verrucomicrobia,DA101 soil group,Spartobacteria,Chthoniobacterales,uncultured bacterium,uncultured bacterium
d4577f65f12f93de56caaa310c99e7c4,Bacteria,Proteobacteria,I-10,Alphaproteobacteria,Rhodospirillales,uncultured bacterium,uncultured bacterium
65921893fee2e7b33cadf6b038622042,Bacteria,Actinobacteria,Frankiaceae,Actinobacteria,Frankiales,Jatrophihabitans,NA
d79958a6a682f9dc1bc4c4a1db06439a,Bacteria,Actinobacteria,uncultured,Thermoleophilia,Gaiellales,NA,NA
e494d96e0e4fc3d10322d2e1a8bb233f,Bacteria,Planctomycetes,Planctomycetaceae,Planctomycetacia,Planctomycetales,Isosphaera,NA
f40a176859d7945c2ed846cc8cfb8306,Bacteria,Verrucomicrobia,DA101 soil group,Spartobacteria,Chthoniobacterales,uncultured bacterium,uncultured bacterium
9c8d51572181a04150c656c53b5b82e4,Bacteria,Chloroflexi,NA,Ktedonobacteria,Ktedonobacterales,NA,NA
745dce80aee1dedf13dca0552a35d008,Bacteria,Verrucomicrobia,uncultured bacterium,OPB35 soil group,uncultured bacterium,uncultured bacterium,uncultured bacterium
0a911816f634ba3c6a25faa9dc87d84a,Bacteria,Acidobacteria,NA,Subgroup 6,NA,NA,NA
c3112945ed81f0629b4c605a8e0feee7,Bacteria,Proteobacteria,NA,Betaproteobacteria,SC-I-84,NA,NA
fdeb5fdd1259fa0c560deb431ec1a084,Bacteria,Nitrospirae,0319-6A21,Nitrospira,Nitrospirales,uncultured bacterium,uncultured bacterium
8639a3585a18de7b3117e2b96b578e52,Bacteria,Proteobacteria,uncultured bacterium,Gammaproteobacteria,X35,uncultured bacterium,uncultured bacterium
0c280d390d5d01f3e5f0529f36e9c76f,Bacteria,Chloroflexi,uncultured bacterium,TK10,uncultured bacterium,uncultured bacterium,uncultured bacterium
06cfe67b15d816f0326342aa5bb61767,Bacteria,Actinobacteria,uncultured,Thermoleophilia,Gaiellales,uncultured bacterium,uncultured bacterium
a0ba8bca9b3c0226f0176df6ee973e68,Bacteria,Chloroflexi,Anaerolineaceae,Anaerolineae,Anaerolineales,uncultured,uncultured bacterium
cce9df22cf3a60f5e0a046cff737a836,Bacteria,Planctomycetes,Phycisphaeraceae,Phycisphaerae,Phycisphaerales,SM1A02,uncultured bacterium
bec2e908e8ade0035976c00404420bbf,Bacteria,Acidobacteria,uncultured bacterium,Subgroup 6,uncultured bacterium,uncultured bacterium,uncultured bacterium
979e0d432a95b54c320c77b50e25def1,Bacteria,Nitrospirae,Nitrospiraceae,Nitrospira,Nitrospirales,Nitrospira,NA
288de187dd83f0fdcf1132f02ee71b13,Bacteria,Chlamydiae,Parachlamydiaceae,Chlamydiae,Chlamydiales,Candidatus Protochlamydia,NA
d0eee5bdeb171e1b4bfca2b8c2f158fc,Bacteria,Proteobacteria,Haliangiaceae,Deltaproteobacteria,Myxococcales,Haliangium,uncultured bacterium
8d4c07b068dd54b6630c167c54e29600,Bacteria,Chloroflexi,JG30a-KF-32,Ktedonobacteria,Ktedonobacterales,NA,NA
25dbf90d6325d81fca6f649186017a1c,Bacteria,Planctomycetes,Tepidisphaeraceae,Phycisphaerae,Tepidisphaerales,NA,NA
0cfb7975bae6066d64fa98bdc80811b2,Bacteria,Armatimonadetes,uncultured bacterium,Chthonomonadetes,Chthonomonadales,uncultured bacterium,uncultured bacterium
7a1d0ffe4c77e6ebb54edce8d45ad2ea,Bacteria,Proteobacteria,0319-6G20,Deltaproteobacteria,Oligoflexales,uncultured bacterium,uncultured bacterium
67fcfdfa32e77881eb3e330cccd7aea4,Bacteria,Proteobacteria,Sphingomonadaceae,Alphaproteobacteria,Sphingomonadales,Sphingomonas,NA
6a6a404d67c4afe76c2028acf58cd5de,Bacteria,Actinobacteria,p35j06ok,Thermoleophilia,Solirubrobacterales,NA,NA
944bf2bc18141c1e8eff41a6a6eb02ee,Bacteria,Planctomycetes,Planctomycetaceae,Planctomycetacia,Planctomycetales,Gemmata,uncultured bacterium
16270452e82063f283c4904b33aae0b5,Bacteria,Acidobacteria,ABS-19,Holophagae,Subgroup 10,uncultured bacterium,uncultured bacterium
5ff80e4763b4ac7628a5945c972a7066,Bacteria,Acidobacteria,ABS-19,Holophagae,Subgroup 10,uncultured bacterium,uncultured bacterium
071399303c40e41ed22f1ad524b9d66e,Bacteria,Planctomycetes,Planctomycetaceae,Planctomycetacia,Planctomycetales,Singulisphaera,NA
e98357cc40728c8534a53fa707f4140b,Bacteria,Acidobacteria,Acidobacteriaceae (Subgroup 1),Acidobacteria,Acidobacteriales,Granulicella,uncultured bacterium
ce41f508c56464e83b84832a6e7e497d,Bacteria,Armatimonadetes,uncultured bacterium,uncultured,uncultured bacterium,uncultured bacterium,uncultured bacterium
f6d172d0c71cec8d78d982c7ea3cdae9,Bacteria,Verrucomicrobia,DA101 soil group,Spartobacteria,Chthoniobacterales,uncultured bacterium,uncultured bacterium
1b48bfbf215f54c144a340b46836bed3,Bacteria,Planctomycetes,Planctomycetaceae,Planctomycetacia,Planctomycetales,uncultured,uncultured bacterium
abbe55332baf3f540dedc2d8b056e657,Bacteria,Planctomycetes,Planctomycetaceae,Planctomycetacia,Planctomycetales,Planctomyces,NA
9cea52de7f2aef825c120b9d0cbf127c,Bacteria,Proteobacteria,Desulfurellaceae,Deltaproteobacteria,Desulfurellales,H16,uncultured bacterium
77132d61cf3d896fafe628cb062b8484,Bacteria,Proteobacteria,Xanthobacteraceae,Alphaproteobacteria,Rhizobiales,NA,NA
fac988ab84554f6eb30e0a6b99edcac6,Bacteria,Planctomycetes,Planctomycetaceae,Planctomycetacia,Planctomycetales,uncultured,uncultured bacterium
dd5654b7f5d7d805257cec726d437e23,Bacteria,Bacteroidetes,Chitinophagaceae,Sphingobacteriia,Sphingobacteriales,Parafilimonas,uncultured bacterium
2c7d91a9ef1a8b96562583f2077d0032,Bacteria,Actinobacteria,uncultured,Thermoleophilia,Gaiellales,uncultured bacterium,uncultured bacterium
2d9af77effa88f6fa6e0463e7e60964c,Bacteria,Chloroflexi,uncultured bacterium,Thermomicrobia,JG30-KF-CM45,uncultured bacterium,uncultured bacterium
5d67db97026cb7deb3d1b4aeaf4c0cbb,Bacteria,Actinobacteria,Nocardioidaceae,Actinobacteria,Propionibacteriales,Nocardioides,uncultured bacterium
88272c987883a99314d13c464331e8d6,Bacteria,Actinobacteria,Elev-16S-1332,Thermoleophilia,Solirubrobacterales,uncultured bacterium,uncultured bacterium
635e1030b122b314909022f6f90b29da,Bacteria,Proteobacteria,Coxiellaceae,Gammaproteobacteria,Legionellales,Aquicella,NA
4e475abd2f35c7d64f911ab22d9ac477,Bacteria,Chloroflexi,uncultured bacterium,Ktedonobacteria,C0119,uncultured bacterium,uncultured bacterium
97feee70bd1f5f786f0782f81c992f5a,Bacteria,Armatimonadetes,Chthonomonadaceae,Chthonomonadetes,Chthonomonadales,Chthonomonas,uncultured bacterium
dda992db9f17c7c5d7d77df0be183120,Bacteria,Planctomycetes,Planctomycetaceae,Planctomycetacia,Planctomycetales,Pirellula,uncultured bacterium
7f6310c12a343d36e67aec49e80a4d04,Bacteria,Actinobacteria,Geodermatophilaceae,Actinobacteria,Frankiales,Blastococcus,uncultured bacterium
d9aed01f3722bd22c2cb525f9513151e,Bacteria,TM6 (Dependentiae),uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
901685eea114fb677a2d037037628e37,Bacteria,Proteobacteria,Xanthobacteraceae,Alphaproteobacteria,Rhizobiales,Variibacter,NA
cd9c9c58e9db454152a79f8738f8d782,Bacteria,Proteobacteria,uncultured,Deltaproteobacteria,Myxococcales,NA,NA
f21212993737ed5882933e8c7870a205,Bacteria,Chlamydiae,Simkaniaceae,Chlamydiae,Chlamydiales,NA,NA
e8b96b6840fc4dd0504d46a5aaaf9408,Bacteria,Proteobacteria,Xanthobacteraceae,Alphaproteobacteria,Rhizobiales,Variibacter,uncultured bacterium
edff5aacf4cda73ff50efbbcd8363f4f,Bacteria,Actinobacteria,uncultured,Thermoleophilia,Gaiellales,NA,NA
3fefa55a9c5d927ae0635d2de3fcbbc3,Bacteria,Proteobacteria,DA111,Alphaproteobacteria,Rhodospirillales,NA,NA
749c24e0d21558a42133e6e3169a12a8,Bacteria,Acidobacteria,Blastocatellaceae (Subgroup 4),Blastocatellia,Blastocatellales,RB41,NA
411d7513c8a21cfd0bab510970b685f6,Bacteria,Proteobacteria,Hyphomicrobiaceae,Alphaproteobacteria,Rhizobiales,Hyphomicrobium,NA
2b250348ef30ab1921e0b671dbed7b33,Bacteria,Acidobacteria,Blastocatellaceae (Subgroup 4),Blastocatellia,Blastocatellales,DS-100,NA
7a9c9620436d5f94fb7e622a376466d2,Bacteria,Gemmatimonadetes,Gemmatimonadaceae,Gemmatimonadetes,Gemmatimonadales,Gemmatimonas,uncultured bacterium
0ce49bd6cc49638f411a8a4e3ebbac6a,Bacteria,Planctomycetes,Planctomycetaceae,Planctomycetacia,Planctomycetales,NA,NA
916a11789a58c46d6a0d17d35e6d84a6,Bacteria,Bacteroidetes,Chitinophagaceae,Sphingobacteriia,Sphingobacteriales,uncultured,uncultured bacterium
9e127bed6a4438aa9a9e3e356710d1a1,Bacteria,Actinobacteria,Gsoil-1167,Thermoleophilia,Solirubrobacterales,NA,NA
f507dacf4cdb036804bb1ae2241cd204,Bacteria,Planctomycetes,Planctomycetaceae,Planctomycetacia,Planctomycetales,uncultured,uncultured bacterium
d8a78298deee1bb9f894d7a684407b91,Bacteria,Planctomycetes,uncultured bacterium,OM190,uncultured bacterium,uncultured bacterium,uncultured bacterium
565726399274bbc9a35a5a577145b6ae,Bacteria,Actinobacteria,uncultured,Acidimicrobiia,Acidimicrobiales,uncultured bacterium,uncultured bacterium
b9b944fe8da5030ffdf3356133022762,Bacteria,Planctomycetes,Planctomycetaceae,Planctomycetacia,Planctomycetales,Planctomyces,uncultured bacterium
12ff68c052e17c03a383ad9c964dc94f,Bacteria,Proteobacteria,Methylobacteriaceae,Alphaproteobacteria,Rhizobiales,Microvirga,NA
8f8a1b9cc738e6d87fac29453140472d,Bacteria,Actinobacteria,uncultured,Acidimicrobiia,Acidimicrobiales,uncultured bacterium,uncultured bacterium
982005d96d4d1853d3f693a35ad391d3,Bacteria,Planctomycetes,Planctomycetaceae,Planctomycetacia,Planctomycetales,NA,NA
d518d43b5ce60732e7217f532b164d4e,Bacteria,Proteobacteria,Haliangiaceae,Deltaproteobacteria,Myxococcales,Haliangium,uncultured bacterium
a71b271a74571824959a192e628bd0c8,Bacteria,Chloroflexi,NA,Ktedonobacteria,Ktedonobacterales,NA,NA
c114f9c2ae12df97a31b0f8f08508b85,Bacteria,Proteobacteria,Comamonadaceae,Betaproteobacteria,Burkholderiales,Comamonas,NA
e6521522cf2d2f0e0cce8e23c95e70d2,Bacteria,Acidobacteria,Solibacteraceae (Subgroup 3),Solibacteres,Solibacterales,Bryobacter,NA
d89519a13cfe3235fd70f41a5dc26c17,Bacteria,Actinobacteria,uncultured,Acidimicrobiia,Acidimicrobiales,uncultured bacterium,uncultured bacterium
9234a40391305dd3fe2ea92d55517a12,Bacteria,Actinobacteria,Mycobacteriaceae,Actinobacteria,Corynebacteriales,Mycobacterium,NA
00b2d5a76bc99e284c385a6757e1edfc,Bacteria,Planctomycetes,Planctomycetaceae,Planctomycetacia,Planctomycetales,uncultured,uncultured bacterium
25936868dc081ef6f114a366e86b806b,Bacteria,Actinobacteria,Gaiellaceae,Thermoleophilia,Gaiellales,Gaiella,uncultured bacterium
1dc4b93b32a456d3522a50df9463f0c5,Bacteria,Proteobacteria,NA,Betaproteobacteria,SC-I-84,NA,NA
f69455d3b0c5ca94c919eba3f6002c80,Bacteria,Actinobacteria,NA,Thermoleophilia,Solirubrobacterales,NA,NA
9c6523511f1855f412cb1276e3a3b233,Bacteria,Proteobacteria,Comamonadaceae,Betaproteobacteria,Burkholderiales,Variovorax,NA
c09e499123e149d668450b9e6fda2403,Bacteria,Planctomycetes,Planctomycetaceae,Planctomycetacia,Planctomycetales,Gemmata,uncultured bacterium
45d794952292ca32e91bf7df0bb074b3,Bacteria,Actinobacteria,Nocardioidaceae,Actinobacteria,Propionibacteriales,Nocardioides,uncultured bacterium
036d0cd7148acc7060c4162f95cae1bd,Bacteria,Armatimonadetes,uncultured bacterium,Chthonomonadetes,Chthonomonadales,uncultured bacterium,uncultured bacterium
00364521e48dc8d8473ae461b2d69d14,Bacteria,Planctomycetes,Planctomycetaceae,Planctomycetacia,Planctomycetales,NA,NA
35b6bc9b0274467c48c69ddf9c604622,Bacteria,Chloroflexi,Caldilineaceae,Caldilineae,Caldilineales,uncultured,uncultured bacterium
aa4e8459013c055dac9f46e50947d215,Bacteria,Chloroflexi,Anaerolineaceae,Anaerolineae,Anaerolineales,uncultured,NA
f4668e211a8b66ca323518c064a4fac6,Bacteria,Actinobacteria,Acidimicrobiaceae,Acidimicrobiia,Acidimicrobiales,uncultured,uncultured bacterium
7fa4f5f1972157cde7eb9a1f69331ae7,Bacteria,Acidobacteria,NA,Subgroup 6,NA,NA,NA
84dab541d4ba9fdc95f4d9c707b4f3e3,Bacteria,Proteobacteria,DA111,Alphaproteobacteria,Rhodospirillales,NA,NA
dac04b2eb4c49880c233920cbe9031fe,Bacteria,Planctomycetes,Tepidisphaeraceae,Phycisphaerae,Tepidisphaerales,uncultured bacterium,uncultured bacterium
